source_model,source_waveform_id,source_waveform_name,target_model,target_waveform_id,target_waveform_name,confidence,match_method,auto_apply,candidates,source_catalog,source_basis
MONTAGE,5391,Sd AnSm,MODX M,5733,Sd AnSm,EXACT_NAME,unique exact Yamaha waveform name,True,,"MONTAGE 6/7/8 Data List v3.50 (J0), shared legacy waveform catalog",legacy shared 1–6347 catalog; Yamaha documents MONTAGE↔MODX compatibility
MONTAGE,5152,Sd NJz 1 L,MODX M,5494,Sd NJz 1 L,EXACT_NAME,unique exact Yamaha waveform name,True,,"MONTAGE 6/7/8 Data List v3.50 (J0), shared legacy waveform catalog",legacy shared 1–6347 catalog; Yamaha documents MONTAGE↔MODX compatibility
MONTAGE,5232,Sd Brush vari R,MODX M,5574,Sd Brush vari R,EXACT_NAME,unique exact Yamaha waveform name,True,,"MONTAGE 6/7/8 Data List v3.50 (J0), shared legacy waveform catalog",legacy shared 1–6347 catalog; Yamaha documents MONTAGE↔MODX compatibility
MONTAGE,5312,Caixa1 Center,MODX M,5654,Caixa1 Center,EXACT_NAME,unique exact Yamaha waveform name,True,,"MONTAGE 6/7/8 Data List v3.50 (J0), shared legacy waveform catalog",legacy shared 1–6347 catalog; Yamaha documents MONTAGE↔MODX compatibility
MONTAGE,5392,Sd AnSm Rim,MODX M,5734,Sd AnSm Rim,EXACT_NAME,unique exact Yamaha waveform name,True,,"MONTAGE 6/7/8 Data List v3.50 (J0), shared legacy waveform catalog",legacy shared 1–6347 catalog; Yamaha documents MONTAGE↔MODX compatibility
MONTAGE,5153,Sd NJz 1 R,MODX M,5495,Sd NJz 1 R,EXACT_NAME,unique exact Yamaha waveform name,True,,"MONTAGE 6/7/8 Data List v3.50 (J0), shared legacy waveform catalog",legacy shared 1–6347 catalog; Yamaha documents MONTAGE↔MODX compatibility
MONTAGE,5233,Sd Closed Rim4 St,MODX M,5575,Sd Closed Rim4 St,EXACT_NAME,unique exact Yamaha waveform name,True,,"MONTAGE 6/7/8 Data List v3.50 (J0), shared legacy waveform catalog",legacy shared 1–6347 catalog; Yamaha documents MONTAGE↔MODX compatibility
MONTAGE,5313,Caixa1 RimShot,MODX M,5655,Caixa1 RimShot,EXACT_NAME,unique exact Yamaha waveform name,True,,"MONTAGE 6/7/8 Data List v3.50 (J0), shared legacy waveform catalog",legacy shared 1–6347 catalog; Yamaha documents MONTAGE↔MODX compatibility
MONTAGE,5393,Sd AnCR,MODX M,5735,Sd AnCR,EXACT_NAME,unique exact Yamaha waveform name,True,,"MONTAGE 6/7/8 Data List v3.50 (J0), shared legacy waveform catalog",legacy shared 1–6347 catalog; Yamaha documents MONTAGE↔MODX compatibility
MONTAGE,5154,Sd NJz 2 St,MODX M,5496,Sd NJz 2 St,EXACT_NAME,unique exact Yamaha waveform name,True,,"MONTAGE 6/7/8 Data List v3.50 (J0), shared legacy waveform catalog",legacy shared 1–6347 catalog; Yamaha documents MONTAGE↔MODX compatibility
MONTAGE,5234,Sd Closed Rim4 L,MODX M,5576,Sd Closed Rim4 L,EXACT_NAME,unique exact Yamaha waveform name,True,,"MONTAGE 6/7/8 Data List v3.50 (J0), shared legacy waveform catalog",legacy shared 1–6347 catalog; Yamaha documents MONTAGE↔MODX compatibility
MONTAGE,5314,Caixa2 Center,MODX M,5656,Caixa2 Center,EXACT_NAME,unique exact Yamaha waveform name,True,,"MONTAGE 6/7/8 Data List v3.50 (J0), shared legacy waveform catalog",legacy shared 1–6347 catalog; Yamaha documents MONTAGE↔MODX compatibility
MONTAGE,5394,Sd AnCR Rim,MODX M,5736,Sd AnCR Rim,EXACT_NAME,unique exact Yamaha waveform name,True,,"MONTAGE 6/7/8 Data List v3.50 (J0), shared legacy waveform catalog",legacy shared 1–6347 catalog; Yamaha documents MONTAGE↔MODX compatibility
MONTAGE,5155,Sd NJz 2 L,MODX M,5497,Sd NJz 2 L,EXACT_NAME,unique exact Yamaha waveform name,True,,"MONTAGE 6/7/8 Data List v3.50 (J0), shared legacy waveform catalog",legacy shared 1–6347 catalog; Yamaha documents MONTAGE↔MODX compatibility
MONTAGE,5235,Sd Closed Rim4 R,MODX M,5577,Sd Closed Rim4 R,EXACT_NAME,unique exact Yamaha waveform name,True,,"MONTAGE 6/7/8 Data List v3.50 (J0), shared legacy waveform catalog",legacy shared 1–6347 catalog; Yamaha documents MONTAGE↔MODX compatibility
MONTAGE,5315,Caixa2 RimShot,MODX M,5657,Caixa2 RimShot,EXACT_NAME,unique exact Yamaha waveform name,True,,"MONTAGE 6/7/8 Data List v3.50 (J0), shared legacy waveform catalog",legacy shared 1–6347 catalog; Yamaha documents MONTAGE↔MODX compatibility
MONTAGE,5395,Sd Human1,MODX M,5737,Sd Human1,EXACT_NAME,unique exact Yamaha waveform name,True,,"MONTAGE 6/7/8 Data List v3.50 (J0), shared legacy waveform catalog",legacy shared 1–6347 catalog; Yamaha documents MONTAGE↔MODX compatibility
MONTAGE,5156,Sd NJz 2 R,MODX M,5498,Sd NJz 2 R,EXACT_NAME,unique exact Yamaha waveform name,True,,"MONTAGE 6/7/8 Data List v3.50 (J0), shared legacy waveform catalog",legacy shared 1–6347 catalog; Yamaha documents MONTAGE↔MODX compatibility
MONTAGE,5236,Sd Brush Swir St,MODX M,5578,Sd Brush Swir St,EXACT_NAME,unique exact Yamaha waveform name,True,,"MONTAGE 6/7/8 Data List v3.50 (J0), shared legacy waveform catalog",legacy shared 1–6347 catalog; Yamaha documents MONTAGE↔MODX compatibility
MONTAGE,5316,Sd Elec1,MODX M,5658,Sd Elec1,EXACT_NAME,unique exact Yamaha waveform name,True,,"MONTAGE 6/7/8 Data List v3.50 (J0), shared legacy waveform catalog",legacy shared 1–6347 catalog; Yamaha documents MONTAGE↔MODX compatibility
MONTAGE,5396,Sd Human2,MODX M,5738,Sd Human2,EXACT_NAME,unique exact Yamaha waveform name,True,,"MONTAGE 6/7/8 Data List v3.50 (J0), shared legacy waveform catalog",legacy shared 1–6347 catalog; Yamaha documents MONTAGE↔MODX compatibility
MONTAGE,5157,Sd NJz 3 St,MODX M,5499,Sd NJz 3 St,EXACT_NAME,unique exact Yamaha waveform name,True,,"MONTAGE 6/7/8 Data List v3.50 (J0), shared legacy waveform catalog",legacy shared 1–6347 catalog; Yamaha documents MONTAGE↔MODX compatibility
MONTAGE,5237,Sd Brush Swir L,MODX M,5579,Sd Brush Swir L,EXACT_NAME,unique exact Yamaha waveform name,True,,"MONTAGE 6/7/8 Data List v3.50 (J0), shared legacy waveform catalog",legacy shared 1–6347 catalog; Yamaha documents MONTAGE↔MODX compatibility
MONTAGE,5317,Sd Elec2,MODX M,5659,Sd Elec2,EXACT_NAME,unique exact Yamaha waveform name,True,,"MONTAGE 6/7/8 Data List v3.50 (J0), shared legacy waveform catalog",legacy shared 1–6347 catalog; Yamaha documents MONTAGE↔MODX compatibility
MONTAGE,5397,Sd Jungle1,MODX M,5739,Sd Jungle1,EXACT_NAME,unique exact Yamaha waveform name,True,,"MONTAGE 6/7/8 Data List v3.50 (J0), shared legacy waveform catalog",legacy shared 1–6347 catalog; Yamaha documents MONTAGE↔MODX compatibility
MONTAGE,5158,Sd NJz 3 L,MODX M,5500,Sd NJz 3 L,EXACT_NAME,unique exact Yamaha waveform name,True,,"MONTAGE 6/7/8 Data List v3.50 (J0), shared legacy waveform catalog",legacy shared 1–6347 catalog; Yamaha documents MONTAGE↔MODX compatibility
MONTAGE,5238,Sd Brush Swir R,MODX M,5580,Sd Brush Swir R,EXACT_NAME,unique exact Yamaha waveform name,True,,"MONTAGE 6/7/8 Data List v3.50 (J0), shared legacy waveform catalog",legacy shared 1–6347 catalog; Yamaha documents MONTAGE↔MODX compatibility
MONTAGE,5318,Sd Elec3,MODX M,5660,Sd Elec3,EXACT_NAME,unique exact Yamaha waveform name,True,,"MONTAGE 6/7/8 Data List v3.50 (J0), shared legacy waveform catalog",legacy shared 1–6347 catalog; Yamaha documents MONTAGE↔MODX compatibility
MONTAGE,5398,Sd Jungle2,MODX M,5740,Sd Jungle2,EXACT_NAME,unique exact Yamaha waveform name,True,,"MONTAGE 6/7/8 Data List v3.50 (J0), shared legacy waveform catalog",legacy shared 1–6347 catalog; Yamaha documents MONTAGE↔MODX compatibility
MONTAGE,5159,Sd NJz 3 R,MODX M,5501,Sd NJz 3 R,EXACT_NAME,unique exact Yamaha waveform name,True,,"MONTAGE 6/7/8 Data List v3.50 (J0), shared legacy waveform catalog",legacy shared 1–6347 catalog; Yamaha documents MONTAGE↔MODX compatibility
MONTAGE,5239,Sd Brush SwirAtt St,MODX M,5581,Sd Brush SwirAtt St,EXACT_NAME,unique exact Yamaha waveform name,True,,"MONTAGE 6/7/8 Data List v3.50 (J0), shared legacy waveform catalog",legacy shared 1–6347 catalog; Yamaha documents MONTAGE↔MODX compatibility
MONTAGE,5319,Sd Elec4,MODX M,5661,Sd Elec4,EXACT_NAME,unique exact Yamaha waveform name,True,,"MONTAGE 6/7/8 Data List v3.50 (J0), shared legacy waveform catalog",legacy shared 1–6347 catalog; Yamaha documents MONTAGE↔MODX compatibility
MONTAGE,5399,Sd Jungle3,MODX M,5741,Sd Jungle3,EXACT_NAME,unique exact Yamaha waveform name,True,,"MONTAGE 6/7/8 Data List v3.50 (J0), shared legacy waveform catalog",legacy shared 1–6347 catalog; Yamaha documents MONTAGE↔MODX compatibility
MONTAGE,5160,Sd NJz 4 St,MODX M,5502,Sd NJz 4 St,EXACT_NAME,unique exact Yamaha waveform name,True,,"MONTAGE 6/7/8 Data List v3.50 (J0), shared legacy waveform catalog",legacy shared 1–6347 catalog; Yamaha documents MONTAGE↔MODX compatibility
MONTAGE,5240,Sd Brush SwirAtt L,MODX M,5582,Sd Brush SwirAtt L,EXACT_NAME,unique exact Yamaha waveform name,True,,"MONTAGE 6/7/8 Data List v3.50 (J0), shared legacy waveform catalog",legacy shared 1–6347 catalog; Yamaha documents MONTAGE↔MODX compatibility
MONTAGE,5320,Sd Elec5,MODX M,5662,Sd Elec5,EXACT_NAME,unique exact Yamaha waveform name,True,,"MONTAGE 6/7/8 Data List v3.50 (J0), shared legacy waveform catalog",legacy shared 1–6347 catalog; Yamaha documents MONTAGE↔MODX compatibility
MONTAGE,5400,Sd JungleFX,MODX M,5742,Sd JungleFX,EXACT_NAME,unique exact Yamaha waveform name,True,,"MONTAGE 6/7/8 Data List v3.50 (J0), shared legacy waveform catalog",legacy shared 1–6347 catalog; Yamaha documents MONTAGE↔MODX compatibility
MONTAGE,5161,Sd NJz 4 L,MODX M,5503,Sd NJz 4 L,EXACT_NAME,unique exact Yamaha waveform name,True,,"MONTAGE 6/7/8 Data List v3.50 (J0), shared legacy waveform catalog",legacy shared 1–6347 catalog; Yamaha documents MONTAGE↔MODX compatibility
MONTAGE,5241,Sd Brush SwirAtt R,MODX M,5583,Sd Brush SwirAtt R,EXACT_NAME,unique exact Yamaha waveform name,True,,"MONTAGE 6/7/8 Data List v3.50 (J0), shared legacy waveform catalog",legacy shared 1–6347 catalog; Yamaha documents MONTAGE↔MODX compatibility
MONTAGE,5321,Sd Elec6,MODX M,5663,Sd Elec6,EXACT_NAME,unique exact Yamaha waveform name,True,,"MONTAGE 6/7/8 Data List v3.50 (J0), shared legacy waveform catalog",legacy shared 1–6347 catalog; Yamaha documents MONTAGE↔MODX compatibility
MONTAGE,5401,Sd D&B1,MODX M,5743,Sd D&B1,EXACT_NAME,unique exact Yamaha waveform name,True,,"MONTAGE 6/7/8 Data List v3.50 (J0), shared legacy waveform catalog",legacy shared 1–6347 catalog; Yamaha documents MONTAGE↔MODX compatibility
MONTAGE,5162,Sd NJz 4 R,MODX M,5504,Sd NJz 4 R,EXACT_NAME,unique exact Yamaha waveform name,True,,"MONTAGE 6/7/8 Data List v3.50 (J0), shared legacy waveform catalog",legacy shared 1–6347 catalog; Yamaha documents MONTAGE↔MODX compatibility
MONTAGE,5242,Sd LW Brush Tap1 Sw,MODX M,5584,Sd LW Brush Tap1 Sw,EXACT_NAME,unique exact Yamaha waveform name,True,,"MONTAGE 6/7/8 Data List v3.50 (J0), shared legacy waveform catalog",legacy shared 1–6347 catalog; Yamaha documents MONTAGE↔MODX compatibility
MONTAGE,5322,Sd Elec7,MODX M,5664,Sd Elec7,EXACT_NAME,unique exact Yamaha waveform name,True,,"MONTAGE 6/7/8 Data List v3.50 (J0), shared legacy waveform catalog",legacy shared 1–6347 catalog; Yamaha documents MONTAGE↔MODX compatibility
MONTAGE,5402,Sd D&B2,MODX M,5744,Sd D&B2,EXACT_NAME,unique exact Yamaha waveform name,True,,"MONTAGE 6/7/8 Data List v3.50 (J0), shared legacy waveform catalog",legacy shared 1–6347 catalog; Yamaha documents MONTAGE↔MODX compatibility
MONTAGE,5163,Sd NJz OpRm 1-2 St,MODX M,5505,Sd NJz OpRm 1-2 St,EXACT_NAME,unique exact Yamaha waveform name,True,,"MONTAGE 6/7/8 Data List v3.50 (J0), shared legacy waveform catalog",legacy shared 1–6347 catalog; Yamaha documents MONTAGE↔MODX compatibility
MONTAGE,5243,Sd LW Brush Tap2 Sw,MODX M,5585,Sd LW Brush Tap2 Sw,EXACT_NAME,unique exact Yamaha waveform name,True,,"MONTAGE 6/7/8 Data List v3.50 (J0), shared legacy waveform catalog",legacy shared 1–6347 catalog; Yamaha documents MONTAGE↔MODX compatibility
MONTAGE,5323,Sd Elec8,MODX M,5665,Sd Elec8,EXACT_NAME,unique exact Yamaha waveform name,True,,"MONTAGE 6/7/8 Data List v3.50 (J0), shared legacy waveform catalog",legacy shared 1–6347 catalog; Yamaha documents MONTAGE↔MODX compatibility
MONTAGE,5403,Sd D&B3,MODX M,5745,Sd D&B3,EXACT_NAME,unique exact Yamaha waveform name,True,,"MONTAGE 6/7/8 Data List v3.50 (J0), shared legacy waveform catalog",legacy shared 1–6347 catalog; Yamaha documents MONTAGE↔MODX compatibility
MONTAGE,5164,Sd NJz OpRm 1-2 L,MODX M,5506,Sd NJz OpRm 1-2 L,EXACT_NAME,unique exact Yamaha waveform name,True,,"MONTAGE 6/7/8 Data List v3.50 (J0), shared legacy waveform catalog",legacy shared 1–6347 catalog; Yamaha documents MONTAGE↔MODX compatibility
MONTAGE,5244,Sd LW Brush Slap Sw,MODX M,5586,Sd LW Brush Slap Sw,EXACT_NAME,unique exact Yamaha waveform name,True,,"MONTAGE 6/7/8 Data List v3.50 (J0), shared legacy waveform catalog",legacy shared 1–6347 catalog; Yamaha documents MONTAGE↔MODX compatibility
MONTAGE,5324,Sd Elec9,MODX M,5666,Sd Elec9,EXACT_NAME,unique exact Yamaha waveform name,True,,"MONTAGE 6/7/8 Data List v3.50 (J0), shared legacy waveform catalog",legacy shared 1–6347 catalog; Yamaha documents MONTAGE↔MODX compatibility
MONTAGE,5404,Sd D&B4,MODX M,5746,Sd D&B4,EXACT_NAME,unique exact Yamaha waveform name,True,,"MONTAGE 6/7/8 Data List v3.50 (J0), shared legacy waveform catalog",legacy shared 1–6347 catalog; Yamaha documents MONTAGE↔MODX compatibility
MONTAGE,5165,Sd NJz OpRm 1-2 R,MODX M,5507,Sd NJz OpRm 1-2 R,EXACT_NAME,unique exact Yamaha waveform name,True,,"MONTAGE 6/7/8 Data List v3.50 (J0), shared legacy waveform catalog",legacy shared 1–6347 catalog; Yamaha documents MONTAGE↔MODX compatibility
MONTAGE,5245,Sd LW Brush Combi Sw,MODX M,5587,Sd LW Brush Combi Sw,EXACT_NAME,unique exact Yamaha waveform name,True,,"MONTAGE 6/7/8 Data List v3.50 (J0), shared legacy waveform catalog",legacy shared 1–6347 catalog; Yamaha documents MONTAGE↔MODX compatibility
MONTAGE,5325,Sd Elec10,MODX M,5667,Sd Elec10,EXACT_NAME,unique exact Yamaha waveform name,True,,"MONTAGE 6/7/8 Data List v3.50 (J0), shared legacy waveform catalog",legacy shared 1–6347 catalog; Yamaha documents MONTAGE↔MODX compatibility
MONTAGE,5405,Sd R&B1,MODX M,5747,Sd R&B1,EXACT_NAME,unique exact Yamaha waveform name,True,,"MONTAGE 6/7/8 Data List v3.50 (J0), shared legacy waveform catalog",legacy shared 1–6347 catalog; Yamaha documents MONTAGE↔MODX compatibility
MONTAGE,5166,Sd NJz OpRm 1 St,MODX M,5508,Sd NJz OpRm 1 St,EXACT_NAME,unique exact Yamaha waveform name,True,,"MONTAGE 6/7/8 Data List v3.50 (J0), shared legacy waveform catalog",legacy shared 1–6347 catalog; Yamaha documents MONTAGE↔MODX compatibility
MONTAGE,5246,Sd LW Brush Rim1 Sw,MODX M,5588,Sd LW Brush Rim1 Sw,EXACT_NAME,unique exact Yamaha waveform name,True,,"MONTAGE 6/7/8 Data List v3.50 (J0), shared legacy waveform catalog",legacy shared 1–6347 catalog; Yamaha documents MONTAGE↔MODX compatibility
MONTAGE,5326,Sd Elec11,MODX M,5668,Sd Elec11,EXACT_NAME,unique exact Yamaha waveform name,True,,"MONTAGE 6/7/8 Data List v3.50 (J0), shared legacy waveform catalog",legacy shared 1–6347 catalog; Yamaha documents MONTAGE↔MODX compatibility
MONTAGE,5406,Sd R&B1 Rim,MODX M,5748,Sd R&B1 Rim,EXACT_NAME,unique exact Yamaha waveform name,True,,"MONTAGE 6/7/8 Data List v3.50 (J0), shared legacy waveform catalog",legacy shared 1–6347 catalog; Yamaha documents MONTAGE↔MODX compatibility
MONTAGE,5167,Sd NJz OpRm 1 L,MODX M,5509,Sd NJz OpRm 1 L,EXACT_NAME,unique exact Yamaha waveform name,True,,"MONTAGE 6/7/8 Data List v3.50 (J0), shared legacy waveform catalog",legacy shared 1–6347 catalog; Yamaha documents MONTAGE↔MODX compatibility
MONTAGE,5247,Sd LW Brush Rim2 Sw,MODX M,5589,Sd LW Brush Rim2 Sw,EXACT_NAME,unique exact Yamaha waveform name,True,,"MONTAGE 6/7/8 Data List v3.50 (J0), shared legacy waveform catalog",legacy shared 1–6347 catalog; Yamaha documents MONTAGE↔MODX compatibility
MONTAGE,5327,Sd Elec12,MODX M,5669,Sd Elec12,EXACT_NAME,unique exact Yamaha waveform name,True,,"MONTAGE 6/7/8 Data List v3.50 (J0), shared legacy waveform catalog",legacy shared 1–6347 catalog; Yamaha documents MONTAGE↔MODX compatibility
MONTAGE,5407,Sd R&B2,MODX M,5749,Sd R&B2,EXACT_NAME,unique exact Yamaha waveform name,True,,"MONTAGE 6/7/8 Data List v3.50 (J0), shared legacy waveform catalog",legacy shared 1–6347 catalog; Yamaha documents MONTAGE↔MODX compatibility
MONTAGE,5168,Sd NJz OpRm 1 R,MODX M,5510,Sd NJz OpRm 1 R,EXACT_NAME,unique exact Yamaha waveform name,True,,"MONTAGE 6/7/8 Data List v3.50 (J0), shared legacy waveform catalog",legacy shared 1–6347 catalog; Yamaha documents MONTAGE↔MODX compatibility
MONTAGE,5248,Sd LW Brush Swir1,MODX M,5590,Sd LW Brush Swir1,EXACT_NAME,unique exact Yamaha waveform name,True,,"MONTAGE 6/7/8 Data List v3.50 (J0), shared legacy waveform catalog",legacy shared 1–6347 catalog; Yamaha documents MONTAGE↔MODX compatibility
MONTAGE,5328,Crisp Snare St,MODX M,5670,Crisp Snare St,EXACT_NAME,unique exact Yamaha waveform name,True,,"MONTAGE 6/7/8 Data List v3.50 (J0), shared legacy waveform catalog",legacy shared 1–6347 catalog; Yamaha documents MONTAGE↔MODX compatibility
MONTAGE,5408,Sd Hip1,MODX M,5750,Sd Hip1,EXACT_NAME,unique exact Yamaha waveform name,True,,"MONTAGE 6/7/8 Data List v3.50 (J0), shared legacy waveform catalog",legacy shared 1–6347 catalog; Yamaha documents MONTAGE↔MODX compatibility
MONTAGE,5169,Sd NJz OpRm 2 St,MODX M,5511,Sd NJz OpRm 2 St,EXACT_NAME,unique exact Yamaha waveform name,True,,"MONTAGE 6/7/8 Data List v3.50 (J0), shared legacy waveform catalog",legacy shared 1–6347 catalog; Yamaha documents MONTAGE↔MODX compatibility
MONTAGE,5249,Sd LW Brush Swir2 Sw,MODX M,5591,Sd LW Brush Swir2 Sw,EXACT_NAME,unique exact Yamaha waveform name,True,,"MONTAGE 6/7/8 Data List v3.50 (J0), shared legacy waveform catalog",legacy shared 1–6347 catalog; Yamaha documents MONTAGE↔MODX compatibility
MONTAGE,5329,Digital Snare St,MODX M,5671,Digital Snare St,EXACT_NAME,unique exact Yamaha waveform name,True,,"MONTAGE 6/7/8 Data List v3.50 (J0), shared legacy waveform catalog",legacy shared 1–6347 catalog; Yamaha documents MONTAGE↔MODX compatibility
MONTAGE,5409,Sd Hip2,MODX M,5751,Sd Hip2,EXACT_NAME,unique exact Yamaha waveform name,True,,"MONTAGE 6/7/8 Data List v3.50 (J0), shared legacy waveform catalog",legacy shared 1–6347 catalog; Yamaha documents MONTAGE↔MODX compatibility
MONTAGE,5170,Sd NJz OpRm 2 L,MODX M,5512,Sd NJz OpRm 2 L,EXACT_NAME,unique exact Yamaha waveform name,True,,"MONTAGE 6/7/8 Data List v3.50 (J0), shared legacy waveform catalog",legacy shared 1–6347 catalog; Yamaha documents MONTAGE↔MODX compatibility
MONTAGE,5250,Sd LW Brush Swir3,MODX M,5592,Sd LW Brush Swir3,EXACT_NAME,unique exact Yamaha waveform name,True,,"MONTAGE 6/7/8 Data List v3.50 (J0), shared legacy waveform catalog",legacy shared 1–6347 catalog; Yamaha documents MONTAGE↔MODX compatibility
MONTAGE,5330,Elec Small Snare St,MODX M,5672,Elec Small Snare St,EXACT_NAME,unique exact Yamaha waveform name,True,,"MONTAGE 6/7/8 Data List v3.50 (J0), shared legacy waveform catalog",legacy shared 1–6347 catalog; Yamaha documents MONTAGE↔MODX compatibility
MONTAGE,5410,Sd Hip3,MODX M,5752,Sd Hip3,EXACT_NAME,unique exact Yamaha waveform name,True,,"MONTAGE 6/7/8 Data List v3.50 (J0), shared legacy waveform catalog",legacy shared 1–6347 catalog; Yamaha documents MONTAGE↔MODX compatibility
MONTAGE,5171,Sd NJz OpRm 2 R,MODX M,5513,Sd NJz OpRm 2 R,EXACT_NAME,unique exact Yamaha waveform name,True,,"MONTAGE 6/7/8 Data List v3.50 (J0), shared legacy waveform catalog",legacy shared 1–6347 catalog; Yamaha documents MONTAGE↔MODX compatibility
MONTAGE,5251,Sd LW Brush Swir4,MODX M,5593,Sd LW Brush Swir4,EXACT_NAME,unique exact Yamaha waveform name,True,,"MONTAGE 6/7/8 Data List v3.50 (J0), shared legacy waveform catalog",legacy shared 1–6347 catalog; Yamaha documents MONTAGE↔MODX compatibility
MONTAGE,5331,Echo Snare St,MODX M,5673,Echo Snare St,EXACT_NAME,unique exact Yamaha waveform name,True,,"MONTAGE 6/7/8 Data List v3.50 (J0), shared legacy waveform catalog",legacy shared 1–6347 catalog; Yamaha documents MONTAGE↔MODX compatibility
MONTAGE,5411,Sd Hip Gate,MODX M,5753,Sd Hip Gate,EXACT_NAME,unique exact Yamaha waveform name,True,,"MONTAGE 6/7/8 Data List v3.50 (J0), shared legacy waveform catalog",legacy shared 1–6347 catalog; Yamaha documents MONTAGE↔MODX compatibility
MONTAGE,5172,Sd NJz ClRm St,MODX M,5514,Sd NJz ClRm St,EXACT_NAME,unique exact Yamaha waveform name,True,,"MONTAGE 6/7/8 Data List v3.50 (J0), shared legacy waveform catalog",legacy shared 1–6347 catalog; Yamaha documents MONTAGE↔MODX compatibility
MONTAGE,5252,Sd LW Brush Swir5,MODX M,5594,Sd LW Brush Swir5,EXACT_NAME,unique exact Yamaha waveform name,True,,"MONTAGE 6/7/8 Data List v3.50 (J0), shared legacy waveform catalog",legacy shared 1–6347 catalog; Yamaha documents MONTAGE↔MODX compatibility
MONTAGE,5332,Biting Snare 1,MODX M,5674,Biting Snare 1,EXACT_NAME,unique exact Yamaha waveform name,True,,"MONTAGE 6/7/8 Data List v3.50 (J0), shared legacy waveform catalog",legacy shared 1–6347 catalog; Yamaha documents MONTAGE↔MODX compatibility
MONTAGE,5412,Sd Hip Rim1,MODX M,5754,Sd Hip Rim1,EXACT_NAME,unique exact Yamaha waveform name,True,,"MONTAGE 6/7/8 Data List v3.50 (J0), shared legacy waveform catalog",legacy shared 1–6347 catalog; Yamaha documents MONTAGE↔MODX compatibility
MONTAGE,5173,Sd NJz ClRm L,MODX M,5515,Sd NJz ClRm L,EXACT_NAME,unique exact Yamaha waveform name,True,,"MONTAGE 6/7/8 Data List v3.50 (J0), shared legacy waveform catalog",legacy shared 1–6347 catalog; Yamaha documents MONTAGE↔MODX compatibility
MONTAGE,5253,Sd LW Brush Swir6,MODX M,5595,Sd LW Brush Swir6,EXACT_NAME,unique exact Yamaha waveform name,True,,"MONTAGE 6/7/8 Data List v3.50 (J0), shared legacy waveform catalog",legacy shared 1–6347 catalog; Yamaha documents MONTAGE↔MODX compatibility
MONTAGE,5333,Biting Snare 2,MODX M,5675,Biting Snare 2,EXACT_NAME,unique exact Yamaha waveform name,True,,"MONTAGE 6/7/8 Data List v3.50 (J0), shared legacy waveform catalog",legacy shared 1–6347 catalog; Yamaha documents MONTAGE↔MODX compatibility
MONTAGE,5413,Sd Hip Rim2,MODX M,5755,Sd Hip Rim2,EXACT_NAME,unique exact Yamaha waveform name,True,,"MONTAGE 6/7/8 Data List v3.50 (J0), shared legacy waveform catalog",legacy shared 1–6347 catalog; Yamaha documents MONTAGE↔MODX compatibility
MONTAGE,5174,Sd NJz ClRm R,MODX M,5516,Sd NJz ClRm R,EXACT_NAME,unique exact Yamaha waveform name,True,,"MONTAGE 6/7/8 Data List v3.50 (J0), shared legacy waveform catalog",legacy shared 1–6347 catalog; Yamaha documents MONTAGE↔MODX compatibility
MONTAGE,5254,Sd OrchA 1-2 St,MODX M,5596,Sd OrchA 1-2 St,EXACT_NAME,unique exact Yamaha waveform name,True,,"MONTAGE 6/7/8 Data List v3.50 (J0), shared legacy waveform catalog",legacy shared 1–6347 catalog; Yamaha documents MONTAGE↔MODX compatibility
MONTAGE,5334,Fresh Snare 1,MODX M,5676,Fresh Snare 1,EXACT_NAME,unique exact Yamaha waveform name,True,,"MONTAGE 6/7/8 Data List v3.50 (J0), shared legacy waveform catalog",legacy shared 1–6347 catalog; Yamaha documents MONTAGE↔MODX compatibility
MONTAGE,5414,Sd Hip Rim3,MODX M,5756,Sd Hip Rim3,EXACT_NAME,unique exact Yamaha waveform name,True,,"MONTAGE 6/7/8 Data List v3.50 (J0), shared legacy waveform catalog",legacy shared 1–6347 catalog; Yamaha documents MONTAGE↔MODX compatibility
MONTAGE,5175,Sd Gate1,MODX M,5517,Sd Gate1,EXACT_NAME,unique exact Yamaha waveform name,True,,"MONTAGE 6/7/8 Data List v3.50 (J0), shared legacy waveform catalog",legacy shared 1–6347 catalog; Yamaha documents MONTAGE↔MODX compatibility
MONTAGE,5255,Sd OrchA 1 St,MODX M,5597,Sd OrchA 1 St,EXACT_NAME,unique exact Yamaha waveform name,True,,"MONTAGE 6/7/8 Data List v3.50 (J0), shared legacy waveform catalog",legacy shared 1–6347 catalog; Yamaha documents MONTAGE↔MODX compatibility
MONTAGE,5335,Fresh Snare 2,MODX M,5677,Fresh Snare 2,EXACT_NAME,unique exact Yamaha waveform name,True,,"MONTAGE 6/7/8 Data List v3.50 (J0), shared legacy waveform catalog",legacy shared 1–6347 catalog; Yamaha documents MONTAGE↔MODX compatibility
MONTAGE,5415,Sd Hip Rim4,MODX M,5757,Sd Hip Rim4,EXACT_NAME,unique exact Yamaha waveform name,True,,"MONTAGE 6/7/8 Data List v3.50 (J0), shared legacy waveform catalog",legacy shared 1–6347 catalog; Yamaha documents MONTAGE↔MODX compatibility
MONTAGE,5176,Sd Gate2,MODX M,5518,Sd Gate2,EXACT_NAME,unique exact Yamaha waveform name,True,,"MONTAGE 6/7/8 Data List v3.50 (J0), shared legacy waveform catalog",legacy shared 1–6347 catalog; Yamaha documents MONTAGE↔MODX compatibility
