region,offset_dec,offset_hex,size,field,status,encoding,meaning,evidence,notes
PART_COMMON,1947,0x079B,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PART_COMMON,1948,0x079C,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PART_COMMON,1949,0x079D,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PART_COMMON,1950,0x079E,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PART_COMMON,1951,0x079F,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PART_COMMON,1952,0x07A0,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PART_COMMON,1953,0x07A1,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PART_COMMON,1954,0x07A2,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PART_COMMON,1955,0x07A3,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PART_COMMON,1956,0x07A4,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PART_COMMON,1957,0x07A5,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PART_COMMON,1958,0x07A6,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PART_COMMON,1959,0x07A7,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PART_COMMON,1960,0x07A8,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PART_COMMON,1961,0x07A9,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PART_COMMON,1962,0x07AA,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PART_COMMON,1963,0x07AB,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PART_COMMON,1964,0x07AC,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PART_COMMON,1965,0x07AD,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PART_COMMON,1966,0x07AE,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PART_COMMON,1967,0x07AF,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PART_COMMON,1968,0x07B0,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PART_COMMON,1969,0x07B1,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PART_COMMON,1970,0x07B2,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PART_COMMON,1971,0x07B3,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PART_COMMON,1972,0x07B4,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PART_COMMON,1973,0x07B5,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PART_COMMON,1974,0x07B6,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PART_COMMON,1975,0x07B7,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PART_COMMON,1976,0x07B8,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PART_COMMON,1977,0x07B9,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PART_COMMON,1978,0x07BA,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PART_COMMON,1979,0x07BB,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PART_COMMON,1980,0x07BC,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PART_COMMON,1981,0x07BD,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PART_COMMON,1982,0x07BE,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PART_COMMON,1983,0x07BF,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PART_COMMON,1984,0x07C0,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PART_COMMON,1985,0x07C1,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PART_COMMON,1986,0x07C2,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PART_COMMON,1987,0x07C3,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PART_COMMON,1988,0x07C4,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PART_COMMON,1989,0x07C5,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PART_COMMON,1990,0x07C6,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PART_COMMON,1991,0x07C7,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PART_COMMON,1992,0x07C8,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PART_COMMON,1993,0x07C9,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PART_COMMON,1994,0x07CA,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PART_COMMON,1995,0x07CB,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PART_COMMON,1996,0x07CC,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PART_COMMON,1997,0x07CD,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PART_COMMON,1998,0x07CE,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PART_COMMON,1999,0x07CF,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PART_COMMON,2000,0x07D0,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PART_COMMON,2001,0x07D1,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PART_COMMON,2002,0x07D2,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PART_COMMON,2003,0x07D3,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PART_COMMON,2004,0x07D4,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PART_COMMON,2005,0x07D5,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PART_COMMON,2006,0x07D6,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PART_COMMON,2007,0x07D7,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PART_COMMON,2008,0x07D8,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PART_COMMON,2009,0x07D9,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PART_COMMON,2010,0x07DA,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PART_COMMON,2011,0x07DB,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PART_COMMON,2012,0x07DC,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PART_COMMON,2013,0x07DD,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PART_COMMON,2014,0x07DE,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PART_COMMON,2015,0x07DF,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PART_COMMON,2016,0x07E0,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PART_COMMON,2017,0x07E1,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PART_COMMON,2018,0x07E2,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PART_COMMON,2019,0x07E3,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PART_COMMON,2020,0x07E4,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PART_COMMON,2021,0x07E5,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PART_COMMON,2022,0x07E6,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PART_COMMON,2023,0x07E7,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PART_COMMON,2024,0x07E8,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PART_COMMON,2025,0x07E9,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PART_COMMON,2026,0x07EA,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PART_COMMON,2027,0x07EB,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PART_COMMON,2028,0x07EC,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PART_COMMON,2029,0x07ED,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PART_COMMON,2030,0x07EE,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PART_COMMON,2031,0x07EF,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PART_COMMON,2032,0x07F0,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PART_COMMON,2033,0x07F1,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PART_COMMON,2034,0x07F2,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PART_COMMON,2035,0x07F3,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PART_COMMON,2036,0x07F4,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PART_COMMON,2037,0x07F5,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PART_COMMON,2038,0x07F6,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PART_COMMON,2039,0x07F7,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PART_COMMON,2040,0x07F8,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PART_COMMON,2041,0x07F9,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PART_COMMON,2042,0x07FA,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PART_COMMON,2043,0x07FB,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PART_COMMON,2044,0x07FC,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PART_COMMON,2045,0x07FD,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PART_COMMON,2046,0x07FE,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PART_COMMON,2047,0x07FF,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PART_COMMON,2048,0x0800,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PART_COMMON,2049,0x0801,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PART_COMMON,2050,0x0802,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PART_COMMON,2051,0x0803,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PART_COMMON,2052,0x0804,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PART_COMMON,2053,0x0805,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PART_COMMON,2054,0x0806,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PART_COMMON,2055,0x0807,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PART_COMMON,2056,0x0808,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PART_COMMON,2057,0x0809,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PART_COMMON,2058,0x080A,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PART_COMMON,2059,0x080B,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PART_COMMON,2060,0x080C,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PART_COMMON,2061,0x080D,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PART_COMMON,2062,0x080E,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PART_COMMON,2063,0x080F,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PART_COMMON,2064,0x0810,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PART_COMMON,2065,0x0811,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PART_COMMON,2066,0x0812,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PART_COMMON,2067,0x0813,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PART_COMMON,2068,0x0814,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PART_COMMON,2069,0x0815,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PART_COMMON,2070,0x0816,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PART_COMMON,2071,0x0817,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PART_COMMON,2072,0x0818,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PART_COMMON,2073,0x0819,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PART_COMMON,2074,0x081A,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PART_COMMON,2075,0x081B,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PART_COMMON,2076,0x081C,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PART_COMMON,2077,0x081D,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PART_COMMON,2078,0x081E,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PART_COMMON,2079,0x081F,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PART_COMMON,2080,0x0820,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PART_COMMON,2081,0x0821,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PART_COMMON,2082,0x0822,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PART_COMMON,2083,0x0823,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PART_COMMON,2084,0x0824,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PART_COMMON,2085,0x0825,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PART_COMMON,2086,0x0826,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PART_COMMON,2087,0x0827,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PART_COMMON,2088,0x0828,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PART_COMMON,2089,0x0829,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PART_COMMON,2090,0x082A,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PART_COMMON,2091,0x082B,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PART_COMMON,2092,0x082C,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PART_COMMON,2093,0x082D,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PART_COMMON,2094,0x082E,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PART_COMMON,2095,0x082F,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PART_COMMON,2096,0x0830,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PART_COMMON,2097,0x0831,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PART_COMMON,2098,0x0832,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PART_COMMON,2099,0x0833,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PART_COMMON,2100,0x0834,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PART_COMMON,2101,0x0835,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PART_COMMON,2102,0x0836,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PART_COMMON,2103,0x0837,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PART_COMMON,2104,0x0838,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PART_COMMON,2105,0x0839,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PART_COMMON,2106,0x083A,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PART_COMMON,2107,0x083B,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PART_COMMON,2108,0x083C,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PART_COMMON,2109,0x083D,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PART_COMMON,2110,0x083E,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PART_COMMON,2111,0x083F,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PART_COMMON,2112,0x0840,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PART_COMMON,2113,0x0841,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PART_COMMON,2114,0x0842,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PART_COMMON,2115,0x0843,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PART_COMMON,2116,0x0844,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PART_COMMON,2117,0x0845,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PART_COMMON,2118,0x0846,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PART_COMMON,2119,0x0847,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PART_COMMON,2120,0x0848,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PART_COMMON,2121,0x0849,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PART_COMMON,2122,0x084A,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PART_COMMON,2123,0x084B,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PART_COMMON,2124,0x084C,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PART_COMMON,2125,0x084D,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PART_COMMON,2126,0x084E,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PART_COMMON,2127,0x084F,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PART_COMMON,2128,0x0850,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PART_COMMON,2129,0x0851,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PART_COMMON,2130,0x0852,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PART_COMMON,2131,0x0853,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PART_COMMON,2132,0x0854,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PART_COMMON,2133,0x0855,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PART_COMMON,2134,0x0856,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PART_COMMON,2135,0x0857,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PART_COMMON,2136,0x0858,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PART_COMMON,2137,0x0859,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PART_COMMON,2138,0x085A,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PART_COMMON,2139,0x085B,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PART_COMMON,2140,0x085C,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PART_COMMON,2141,0x085D,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PART_COMMON,2142,0x085E,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PART_COMMON,2143,0x085F,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PART_COMMON,2144,0x0860,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PART_COMMON,2145,0x0861,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PART_COMMON,2146,0x0862,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PART_COMMON,2147,0x0863,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PART_COMMON,2148,0x0864,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PART_COMMON,2149,0x0865,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PART_COMMON,2150,0x0866,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PART_COMMON,2151,0x0867,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PART_COMMON,2152,0x0868,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PART_COMMON,2153,0x0869,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PART_COMMON,2154,0x086A,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PART_COMMON,2155,0x086B,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PART_COMMON,2156,0x086C,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PART_COMMON,2157,0x086D,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PART_COMMON,2158,0x086E,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PART_COMMON,2159,0x086F,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PART_COMMON,2160,0x0870,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PART_COMMON,2161,0x0871,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PART_COMMON,2162,0x0872,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PART_COMMON,2163,0x0873,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PART_COMMON,2164,0x0874,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PART_COMMON,2165,0x0875,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PART_COMMON,2166,0x0876,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PART_COMMON,2167,0x0877,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PART_COMMON,2168,0x0878,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PART_COMMON,2169,0x0879,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PART_COMMON,2170,0x087A,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PART_COMMON,2171,0x087B,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PART_COMMON,2172,0x087C,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PART_COMMON,2173,0x087D,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PART_COMMON,2174,0x087E,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PART_COMMON,2175,0x087F,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PART_COMMON,2176,0x0880,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PART_COMMON,2177,0x0881,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PART_COMMON,2178,0x0882,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PART_COMMON,2179,0x0883,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PART_COMMON,2180,0x0884,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PART_COMMON,2181,0x0885,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PART_COMMON,2182,0x0886,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PART_COMMON,2183,0x0887,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PART_COMMON,2184,0x0888,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PART_COMMON,2185,0x0889,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PART_COMMON,2186,0x088A,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PART_COMMON,2187,0x088B,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PART_COMMON,2188,0x088C,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PART_COMMON,2189,0x088D,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PART_COMMON,2190,0x088E,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PART_COMMON,2191,0x088F,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PART_COMMON,2192,0x0890,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PART_COMMON,2193,0x0891,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PART_COMMON,2194,0x0892,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PART_COMMON,2195,0x0893,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PART_COMMON,2196,0x0894,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PART_COMMON,2197,0x0895,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PART_COMMON,2198,0x0896,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PART_COMMON,2199,0x0897,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PART_COMMON,2200,0x0898,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PART_COMMON,2201,0x0899,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PART_COMMON,2202,0x089A,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PART_COMMON,2203,0x089B,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PART_COMMON,2204,0x089C,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PART_COMMON,2205,0x089D,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PART_COMMON,2206,0x089E,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PART_COMMON,2207,0x089F,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PART_COMMON,2208,0x08A0,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PART_COMMON,2209,0x08A1,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PART_COMMON,2210,0x08A2,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PART_COMMON,2211,0x08A3,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PART_COMMON,2212,0x08A4,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PART_COMMON,2213,0x08A5,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PART_COMMON,2214,0x08A6,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PART_COMMON,2215,0x08A7,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PART_COMMON,2216,0x08A8,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PART_COMMON,2217,0x08A9,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PART_COMMON,2218,0x08AA,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PART_COMMON,2219,0x08AB,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PART_COMMON,2220,0x08AC,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PART_COMMON,2221,0x08AD,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PART_COMMON,2222,0x08AE,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PART_COMMON,2223,0x08AF,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PART_COMMON,2224,0x08B0,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PART_COMMON,2225,0x08B1,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PART_COMMON,2226,0x08B2,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PART_COMMON,2227,0x08B3,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PART_COMMON,2228,0x08B4,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PART_COMMON,2229,0x08B5,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PART_COMMON,2230,0x08B6,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PART_COMMON,2231,0x08B7,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PART_COMMON,2232,0x08B8,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PART_COMMON,2233,0x08B9,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PART_COMMON,2234,0x08BA,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PART_COMMON,2235,0x08BB,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PART_COMMON,2236,0x08BC,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PART_COMMON,2237,0x08BD,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PART_COMMON,2238,0x08BE,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PART_COMMON,2239,0x08BF,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PART_COMMON,2240,0x08C0,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PART_COMMON,2241,0x08C1,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PART_COMMON,2242,0x08C2,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PART_COMMON,2243,0x08C3,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PART_COMMON,2244,0x08C4,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PART_COMMON,2245,0x08C5,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PART_COMMON,2246,0x08C6,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
